text,label
wkwkwk lawak kali ini berpindah dari yang dl selalu soal mistika pindah ke ranah it,0.0
yang punya podcast hati kena getahnya lumayan uu ite,0.0
wkakakaka saya orang melek it cuma ketawa buat konten dan cari narasumber yang benar ahli banget jangan pakai hp dari mr bert donk,0.0
siapa yang habis nonton l atau pace komputer terus nonton ini ketawa,0.0
mr bert pendongen handal pace komputer,1.0
wkwkwkkw mau maunya dikadalin,0.0
cuma bisa ketawa inget kita harus cerdik seperti ular,0.0
wkwk,0.0
numpang ketawa aja,0.0
qrismu lucu mr bert,1.0
omong kosong mr bert,0.0
lawak kamu semua,0.0
mr bert katak bhizer pendongeng handal,1.0
kalau jadi narasumber harus jujur bro jangan ngebohongin gitu yang loe lakuin itu bukan mengedukasi tapi pembodohan,0.0
abis nonton tnm sama pace kesni tolong stop pembodohan publik,0.0
wkwkwkwk pendongen mr best muncul lg gris phising kok di bilang by pass,0.0
sekelas channel artist vidio nya sampah dan pembodohan,0.0
penipu sedang menjelaskan,0.0
hanya om deddy botaklah yang pcnya tidak bisa di setting,0.0
yang percaya sama pendongeng ini banyak juga ya wkwkwk,0.0
bisa dituntut sama banknya tidak sih sudah dongeng pakai salahin pihak banknya juga,0.0
dongeng paling panjang yang pernah gua dengar wkwkwkwkwkwkkw,0.0
dongeng mulu nih si bert malah jadi misleading kocakk,0.0
dongeng clasic biar laku saya dulu jahat bla bla terus tobat jadi orang baik dan bilang jangan gitu ya terus bilang what the fuck man,0.0
cape,1.0
link phishing home made ya itu qrcodenya bangg qrcodenya qris nda gitu bangg d buat yang paham saveweb zip yok absen adick adick dari smk mana d,0.0
pertanyaannya tadi ada minta izin tidak izin penggunaan mikrofon dan kamera maksudnya lah itu hp loe bert pastinya sudah loe izinin semuanya sebelum di gunakan diberikan ke daniel kocakk,0.0
ayoklah,0.0
link phising,0.0
ikut komen aja,0.0
bisa kena uu g sih ini buat info yang mencemaskan dan di seting sedemikian rupa tolong mrb ini di colek sedikit,0.0
parah kamu bert isinya dongeng mulu kayak om om di poskamling yang kalau sudah jam malam ngobrolnya jadi seru beut tapi nggak jelas aslinya di iya in aja biar tidak ngantuk pas ronda malam wkwwkkw,0.0
coba bang ajak podcast pacekomputer dengan pembahasan yang sama pasti lebih kaget dengan fakta fakta baru yang akan abang dapatkan,1.0
undang pace komputer dong biar dikasih paham,0.0
itu mah bukan hack pqke qris lebih ke phishing paok sudah ada dari jaman tahun an,0.0
nonton pace komputer dulu ya gaes jangan makan mentah video ini,0.0
yang ini termasuk sengaja menyebarkan hoax tidak sih,0.0
dongeng kocak disiang hari kalau cari narasumber yang benar,0.0
kesini gara gara pace komputer,0.0
ah siap itu link phising,0.0
gayanya mr bert kocak,0.0
pingin tidur malah keinget video ini,0.0
mainan taun kapan ini link pshing wkwkkww,0.0
harusnya orang kek gini harus jadi badan cyber negara,0.0
jangan percaya diaa dia tidak paham cyber security lohat youtube pace komputer ini bisa pembodohan yang datanya tidak lengkap yang bisa bikin orang parno,0.0
mr bert ini penipu sebenernya bukan buat awareness ini mah tapi malah buat orang worry dengan settingan receh dia siapa coba mau scan qris pakai qr scanner pakai banking app atau e wallet lah bang siap bayar qris harus login pakai user name apaan gtu,0.0
wkwkwkwkwkwk pendongeng pembodohan jng percayaa,0.0
pendongeng wkwk,0.0
kamu lagi di nina boboin,0.0
jangan misleading lah pembayaran qris menggunakan aplikasi monile atau mbanking coba saja scan qrisnya menggunakan aplikasi pembayaran mbanking atau ovo atau apapun dijamin tidak bakalan bisa kalau yangitu hanya phising sja phising memang berbahaya hanyasekali lagi jangan misleading itu web cloning buatnya gampang html lagi,0.0
awokwokwok mr bert m nya mendongeng,0.0
gara pace komputer gua kesini tolong isaf mr bert,0.0
tonton pace komputer biar malu,0.0
gua tidak pernah pinjaman online tapi tiap hari banyak banget telpon dari nomer tidak dikenal ke nomer gua buat nawarin pinjaman online setiap hari x dalam sehari telpon sampai gua stres dan keganggu banget bagaimana yang benar terlilit pinjaman online ya,0.0
hmmmm saya mencium bau bau minta di takedown pendongen handal cocok untuk pengantar tidur saja tolong lah kalau mau buat konten untuk mengedukasi kasih narasumber yang paham di dunia internet jangan yang kaya beginian hadehhhhhh,0.0
mr bert kembali ke permukaan dan kembali menyebarkan pembodohan tobat lah woy jangan bikin generasi kita jadi bodoh dan pembual seperti anda,0.0
pembodohan qris kok discan pakai kamera hp langsung hrsnya discan lewat aplikasi bank e wallet fix sih ini qris palsu mau edukasi tapi sekalian pembodohan publik kocak,0.0
habis nonton pace komputer saya malah ngerasa ini orang agak sdikit miring,0.0
kok saya ngeliat kaya bapak baru tahu metode phising lalu langsung menggembor kan dan terlalu berlebihan tujuannya bagus tapi cara penyampaiannya kurang sesuai website banknya bagus secara keamanan dia cuma redirect ke link bank resmi walaupun user dan passnya asal tapi kenapa dia tidak jujur to the point menjelaskan itu biar tidak jadi missleading kaya gini seakan bank gampang di bobol padahal cuma redirect link yang kalau kalian search di internet juga banyak nyediain kaya gituan pls lahh,0.0
waham kebesaran,0.0
html,0.0
ini sih bukan halu lagi tapi waham kebesaran,0.0
gara gara nonton penjelasan dari pace komputer saya jadi mampir kesini makasih mas pace komputer hehe ijin menyimak yang mas daniel wah ada web phising dan itu bukan halaman web asli,1.0
pembodohan mr bert dengan modal web phising sok paling heker,0.0
kesini gara pace computer wkwkwkkwkw,0.0
konten menyesatkan sih narasumber nya track recordnya hobi bikin konten pembodohan ternyata sekarang kerjasama di podcast ini biar rakyat indonesia lebih bodoh,0.0
ya dibohongi oleh mr bert,0.0
hahaha si pendongeng handal mending nnton ke channel pace komputer gmna si pendongeng handal ini berbicara,0.0
bang saya sangat kecewa dengan video luh upload dimana orang yang anda wawancara itu dia bukan beneran seorang ahli di bidang it,0.0
liat dulu channel pace komputer sudah dari tahun lalu mengkuliti ke haluan bert ini,0.0
kesini gara pace komputer,0.0
pendongeng handal tidak jauh beda sama betz ilutration,1.0
jawaban mr bear putar putar amat sih,0.0
link phising beginner aja pada kaget ada html pula di akhir,0.0
nyimak aja,0.0
dikiranya itu dia hacker mana ada teknik qris menggunakan metode begitu,0.0
kocakk video kocak,0.0
si bert lagi halaaah si pendongeng handal wkwkwkwkwkwkwkww,1.0
awas phising brow qrisnya,0.0
oohh ini pendongeng handal yang buat qris seolah itu pemabayaran digital padahal barcode yang di alihkan ke web phising wkwkwkw kalau dia main point blank kira mau tidak dia ku kasi cash tembak gratis dari web yang saya buat phising,0.0
musuh paling kuat di dunia ini adalah storyteller,0.0
ati ati mrbert anda bisa kena undang undang informasi dan transaksi elektronik uu ite adalah undang undang yang mengatur penggunaan teknologi informasi dan transaksi elektronik termasuk hak dan kewajiban pengguna internet perlindungan data pribadi dan tindak pidana terkait penyalahgunaan teknologi informasi uu ite yang berlaku saat ini adalah uu nomor tahun pada desember dpr ri mengesahkan perubahan kedua atas uu ite yaitu uu nomor tahun beberapa perubahan yang dilakukan dalam uu ite terbaru di antaranya perubahan informasi dan tanda tangan elektronik perubahan penyelenggaraan sistem elektronik perubahan ketentuan pidana,0.0
tipu tipu qr buatan sendiri link phising aneh orang polos mah iya iya aja yang sudah tahu pasti ngakak sama orang bernama bert satu ini karena pinter ngibul dan halu,0.0
ini konten lucu an,0.0
orang g lk ketemu orang g lk,0.0
qris phishing lawak,0.0
hahaha orang seperti bert di percaya bang jangan percaya dia agak ngawur lihat aja penjelasan nya di youtube pace komputer,0.0
ketika badut dikasih panggung sok sokan bahas hekel,0.0
saya abs nnton pace komputer bahas om ini tiap liat om ini jadi kebayang fakta yang di kasih sama pace komputer,1.0
tidak malu tuh kominfo,0.0
koreksi ya kalau salah ini qris nya kalau gasalah cuma berisi web phising aja dan bukan dari resmi dari bank daniel nya juga iya iya in aja karena tidak tahu mungkin cuma liat dari logo bank aja dan dia sudah anggep kalau itu asli iya tidak si secara kan qris gaperlu masukin username dan password,0.0
harusnya sudah mulai curiga kalau larinya ke safari dan isi username password kan beberapa m banking sudah bisa transaksi cukup pakai pin aja,0.0
materi pembodohan,0.0
semua lini pada takut in rakyat,0.0
nolep gegara judol,0.0
bahan lawakan di forum kau mr bert penipu publik justru kau yang nipu cuuuuuuuuuuuuuuuuuuuuuuuuuk,0.0
mulai dari kitanya sendiri berarti kalau mau bayar langsung scan dari mbanking jangan pakai kamera,0.0
untuk pembayaran digital memang masih lebih aman metode seperti apple pay google pay wallet yaitu mendigitalkan debit kredit card qris terlalu ribet karena metodenya menggunakan link ada potensi pishing input nominal manual ada potensi typo metode yang semi otomatis sehingga jika ada kesalahan tidak sepenuhnya kesalahan sistem tapi kita sbg pengguna bisa juga ikut disalahkan,0.0
ngawur itu qr biasa bukan qris isi dari qris itu gabisa berbentuk link harus berbentuk parsing data milik dari merchant yang bersangkutan qris juga gabisa discan pakai kamre handphone biasa cuma bisa melalui m banking atau e wallet stop bikin konten pembodohan seperti ini kalau gatau apa apa,0.0
jangan mudah percaya guys itu barcode di setting sendiri yang menuju ke link dimana mana bayar pakai mobile banking bukan dari kamera di arahin ke barcode wkwkwkk mobile banking kalau scan yang bukan barcode pembayaran kaga bisa dan harusnya langsung keluar nominal dan masukkan pin bukan ke link yang mencurigakan,0.0
mohon maaf qris ya di pakai cuma pakai m banking laah masa mau bayar pakai lensa camera mana bisa jangan nyebarin hoax dahh,0.0
mau aja dibodohi sih sampai melongo gitu itu handphonenya dia sendiri dan bikin alamat email pengirim seolah asli itu semudah orang kirim surat kaleng meskipun dibilang itu bukan spoofing yang jelas sebetulnya disengaja biar orang awam jadi melongo kayak kalian hacker beneran cuma ketawa aja liat beginian,0.0
mereka itulah yang nanti akan menghuni neraka karena mereka sudah mendzolimi orang lain,0.0
pemerintah serapuh itu,0.0
di satu sisi internet bisa berguna di sisi lain bisa menjerumuskan,0.0
qris phising,0.0
ini mah jelas banget dept kominfo uda gatot banget kalau g ada action dari pmerintah skrg kbangetan tapi bagaimana mau mnindak wong mentrinya sohib dengan yang dl semoga pmerintah skrg tegas ikut kesel dgr nya,0.0
bagus,1.0
ini salah satu organisir yang disengaja oleh orang dipemerintahan apalagi soal narkoba dan kepala lapas dan banyak lagi permainan yang sengaja disajikan untuk membodohi rakyat,0.0
kominfo sarangnyaaaa orang ucul,0.0
bware your private data can be stolen at anytime,0.0
keren banget,1.0
mau update ktp ke alamat baru saja nik tidak berubah percuma juga mau memperbarui data yang telah bocor,0.0
qris di pakai di di m banking atau dompet online saja coba qris yang di pakai di scan di m banking atau dompet online pasti tidak bisa di proses jadi jangan bodoh jangan mengada mr bert yang paham sudah apda ketawa,0.0
apa yang bisa negara lindungi rakyatnya ya adik saya kena hack di rekeningnya juga dan ludes jt,0.0
menuju indonesia cemas,0.0
nama banknya udh dikasih kisi jelas banget sama bg daniel wkwk jadi tidak penasaran wkwk,1.0
yang dipikir pemerintah cuma pajak,0.0
semoga kedepannya pemerintah lebih baik sih mengingat perkembangan it semaking cepat semisal hal kaya gini aja di biarkan lantas kedepannya gimanaaa,0.0
padahal di masa depan srmakin cashless mau tidak mau pakai qris terus bgmn antisipasinya mr bert,0.0
ada film di luar negeri penjahat bisa bobol bank dicari fbi taunya jadi fbi direkrut,0.0
ayok the anonymous indonesia bantu dong jagain rakyat indonesia,0.0
mr bert dicariin pace bukan sih,0.0
saya juga sering ditelefonin sama prshn pinjaman online gara orang yang pinjem uang menggunakan nomor hp saya tolong donk,0.0
bri nih pasti wkwkw,0.0
apakah aplikasi ngepetku sudah rilis sampai minta dihapus loh vidionya pace komputer,0.0
hri atau hni ya,0.0
heeee iblis stop tipu daya merusak manusia,0.0
datanya sih tidak salah yang salah itu knp dng modal ktp dan kk udh bisa dikasi pinjaman online bukannya saat rekam ktp sudah ada sidik jari brarti inikan emang kesengajaan,0.0
sepertinya kita belum siap dg kemudahan data ktp online dan kemudahan yang dijanjikan tapi resikonya mengerikan seperti membuat jalan yang mulus hotmix di kiri kanannya jurang dalam tanpa dibuat fondasi pelindung yang kuat di pinggir jalan dan tanpa pelindung yang benar aman di pinggir jalan sepertinya semua yang terkait pinjaman online dan sejenisnya seperti judol dll ditutup muthlaq hanya yang terkait pemerintah dan layanannya aja yang bisa akses data rakyat ktp dll,0.0
thanks mr ilmu nya lumayan bermanfaat bagi orang awam,1.0
harusnya orang ini yang jadi kopasusnya kominfo,0.0
seharusnya ini orang diangkat jadi menteri,0.0
jangan masyarakatnya yang di basmi tapi jaringan ini adalah terlarang ilegal kalau perlu yang bergerak di sini di petrus aja mereka harusnya bekerja yang layak dan terhormat bukan menyengsarakan rakyat,0.0
sebaiknya di bicarakan dengan pak prabowo karena pengguna pinjaman online dan judol hampir separo masyarakat indonesia dan sebqagian para petinggi negara ikut merasakan keuntungan bisnis pinjaman online dan judol bahkan tni dan polri sudah terjangkit dari penyakit ini pemerintah harus betul bersihkan binis pinjaman online dan judol kalau perlu perketat aturan ini terutama yang bergerak di sini menkoinfo petinggi dereksi dan lain sudah merasakan uang yang di peroleh dari pinjaman online dan judol,0.0
pertanyanya kok bisa lolos verivikasi wajah kan pinjaman online harus verifikasi wajar,0.0
terimakasih kontennya ko sangat bermanfaat dan mengedukasi,1.0
tahu apa low perintah diam aja dul,0.0
mr bert bisakah mengajarkan perinsip kunci dalam menjaga agar data kita aman diluar data yang sudah ada di pemerintah,0.0
bagi hacker semua data orang indonesia paling gampang di jebol krna dari atas tidak ada pikiran buat melindungi rakyatnya,0.0
qris bisa dihack wkwk qris sama qr code biasa beda ya mr bert katanya di belakangnya ada hacker luar biasa masa tidak bisa bedain mana qris dan mana qr code biasa qris itu metode pembayaran yang mana scanning qr codenya dilakukan di dalam aplikasi finance yang dibilang bisa dipake buat nyuri data itu adalah qr code biasa bukan qris logikanya ketika mau bayar qris kan kita pakai aplikasi finance dompet digital dan aplikasi perbankan dan format qr code pada qris itu khusus kalau kamu pakai qr code yang isinya link website tidak bisa kebaca sama sistem qrisnya ya kecuali kalau pas mau bayar pakai qris scannya pakai scanner di luar app finance but who does that rasanya setiap yang pakai qris harusnya tahu kalau mau bayar scan ya dari aplikasi finance,0.0
yutuber ngaku hekel,0.0
pinjaman online adalah tujuan unsur politik membunuh rakyat masa agen pinjaman online gampang menjaring korban kan ada survey lokasi sebelum dlberikan pencairan ketemu sama orgnya calon peminjam pasti ada kerjasama,0.0
maksud kelihatan dan enggak kelihatan domain websitenya ya guys,0.0
napa judol tidak bisa dibrantas,0.0
parahnya di era mulyono dan yang di video yang dulu mendukungnya hehe,0.0
bank sendiri yang membocorkan data tersebut seharusnya utang kartu kredit ada ansuransi malah di teror ngaku dari bank siapa lagi klw bukan dari bank m,0.0
yuk bang daniel ikut vocal terhadap pinjaman online legal ataupun ilegal sama saja ada indikasi kebocoran dan penyalah gunaan data setidaknya tutup dulu para pinjaman online ini banyak kasus penipuan data,0.0
tapi drp malah menentang i phone masuk ke indo,0.0
ngeri,0.0
saya suka ini kominfo diragukan kinerjanya kacau parah,0.0
ketika orang tidak berkompeten di dunia digital menjadi kepala dan pegawai k minf tamat sudah mr bert itu nunjukkin kelemahan sistem mereka tapi tanggapan mereka kamu pakai ini itu bukannya mengevaluasi bolong nya mereka tapi menganggap itu tidak penting ibarat satpam kita bayar buat jaga rumah biar tidak kemalingan satpamnya berpikir siapa aja boleh masuk rumah tanpa ada rasa curiga tanpa verifikasi orang itu siapa,0.0
penjarakan budi arie,0.0
ngapain undang nih orang dia itu sok tahu sok hacker dia itu sotoy lalu saya pernah debat dengan dia terus katanya dia mau lacak posisi saya ya sudah saya tungguin saya tanya terus bagaimana sudah di locked belum posisi saya dia tidak balas balas komen saya intinya dia itu sotoy sok paling it padahal ilmunya kek kita aja hanya modal browsing cari informasi terus pura nya lsg jadi sok pakar it konten nya juga settingan semua narsum bayaran semua kelar syuting dpt honor buat beli nasi kucing es teh,0.0
pejabat yang lama n skrang pada titipan n sudah tebiasa mereaka sudah tahu n sudah dilindungi ma backingannya,0.0
negara tidak sayang kita ges,0.0
dan sekarang iphone di ban wkwkwk sama dpr wkwkwk mantap kita semua android wkwkwkw,1.0
benar kata darma pongrekun hp bisa mematai matai kita,0.0
setelah nonton ini jadi pengen pakai iphone padahal saya anak android banget,1.0
seharusnya orang seperti beliau ini yang cocok jadi penasehat d keminfo,1.0
memang itu bisnis paling cuan sih lingkaran setan banget ditambah negara kita yang mau keras sedikit aja kemasyarakatnya nanti di teriakin ham belom londo ireng nya kita itu banyak bangettt dikita orang pintar bnyak orang jujur yang sedikit krna kalah sama yang licik,0.0
terlepas dari siapa itu mr bert saya hargai upaya nya untuk meng edukasi masyarakat tapi saya sarankan narasumber itu diambil itu dari orang yang benar ahli di bidang nya salah satu contoh pa onno w purbo,1.0
kenapa malah banyak yang menghujat mr bert,0.0
tetangga kepo upload sebulan sekali ya,0.0
pembuktiannya bagaimana jika data kita dipakai oleh orang lain untuk pinjaman online menunjukan apa kepolisian agar kita tidak dikejar oleh pinjaman online padahal tidak pinjam,0.0
untuk ibunya si gadis padahal dia adalah orang paling dekat sama anaknya tapi dia marah sama anaknya giliran anaknya meninggal malah nyalahin orang lain,0.0
mr bert ini bukan orang teknis it sungguhan kontennya konten palsu,0.0
cyber security konoha tidak jauh dari anak smp memalukan,0.0
info kalau di australia bank akan mengganti uang nasabah yang kena tipu scam tapi kalau bank di indonesia tidak akan mengganti nah ini kelebihan stay di australia bank turut bertanggung jwb akan dana nasabahnya,1.0
sekelas mentri aja bisa ngomong data ktp itu tidak berguna walau kena hack mentri kamu ini,0.0
pemerintah peduli apa saya saya aja tidak ngerti soal ginian,0.0
dari qris hah serius mana tiap hari pakai qris lagi saya,0.0
makasih kontennya sangat mengedukasi,1.0
saya setuju ko mr bert buat komunitas white hacker untuk perbaikin system security kt,0.0
damn cyber security kt selemah kertas tisu gitu semengerikan itu woiiiii kominfodigi perbaiki nihhhh system cyber security kt nih,0.0
semoga orang benar dijaga tuhan dan diberi kemampuan untuk menolong orang yang tertindas,1.0
gila rentan bangat keamanan ciber konoha kalau ada banyak uang mau pindah desa aja deh hidup disini penuh resiko,0.0
kalau ktp elektronik bagaimana tmbh bahaya tidak,0.0
yang salah ya pemerintah dan si pinjaman online karena syarat terlalu mudah modal ktp dan no telp bisa cair pihak pinjaman online yang harus bertanggung jawab karena sistemnya yang buruk sampai bisa penipu menggunakan data orang lalu di approved buat syarat yang harus lebih sulit lg dan genuine bahwa orang tersebut benar mengajukan pinjaman tersebut bukan orang yang mengaku ngaku mengatas namakan orang yang ada di data tersebut oh ya satu lagi itu kenapa sudah tahunan hp gua pakai casing yang ada tutup camera belakang dan kamera depan gua tutup pakai masking tape mungkin hanya mic aja yang tidak bisa gua tutup,0.0
lupakan pemerintah apa yang harus saya lakukan sebagai penduduk hanya itu satu satu nya peluang untuk bisa saya kontrol,0.0
ilmu bnget thanks mr bert,1.0
pemelintah gita ngga peduli rakyat yang penting untung rakyat buntung,0.0
lah kan kominfonya juga pemain tidak mungkin orang ngubur diri sendiri,0.0
gua setuju sih terlepas lubangnya kyk gi mana tapi namanya uang kita digital dn kalau ada transaksi dn dianggap kesalahan sendiri itu perbankan tidak mau tanggung jawab hukum dn aturan kita yang up to date orang bisa miskin dn dimiskinkan sama hacker,0.0
benar apa yang di bilang pak dp qr itu bisa mengakses balik diri kita,1.0
halooo mr bert masih ingat sama pacekomputer wkwkwkwkwkwkwk terlepas dari info elu crucial apa tidak semestinya elu operin ke pacekomputer aja dah biar dia yang ngomong biar direken serius kalau elu sih gua bertanya tanya semoga pacekomputer review lagi elu punya opinion valid apa kaga wkwkwkwkwk,0.0
hallo mr bert dicari pace komputer,0.0
semoga didengar pak prabowo tlg ditertibkan semua pinjaman online judol yang menghancurkan rakyat kecil,0.0
sudah banyak yang kena,0.0
narasumber nya kebanyakan nonton film action nih,1.0
wow i ve passed through that moment and it s true benar benar tidak ada jaminan untuk hal seperti itu for me one thing that we can do is being careful to everything sikap hati hati dalam segala hal itu sangat penting dan jangan mau asal disetir oleh handphone thanks to this channel,1.0
hatur nuhun barakallah,1.0
apa kabar gagal bayar kalian,0.0
takut karena mau bayar tapi belum ada uangnya sekarang fokus nabung aja dulu biar kalau nanti perlu ngga usah pinjam lagi capek,0.0
tadinya sudah hapus email akun google tapi si google nyuruh login lagi saya sayang gitu akhirnya login lagi tapi dihapus dari hp jadi email nya tidak hangus tapi tidak ada dulu di hp cuma third party sudah di remove di ajarin sama chat gpt waktu itu,0.0
terimakasih bang atas ilmunya sangat membantu tapi rumit juga ya butuh berkali kali nontonnya,1.0
bang kalau wa kena spam gmna bang,0.0
maaf bang mau tny kalau apk fb nya sudah keluar bgm tuh,0.0
kalau shopee paylater ggimana bang,0.0
bagaimana kalau akun fb lama dan lupa kata sandi ada akun,0.0
bang kalau kontak nomer tempat kerja saya pakai nomer yang bukan sebenarnya nomer saya yang lagi satu tapi nama tempat kerja saya nama tempat kerja saya yang sebenarnya apakah dia bisa nlp ke tempat kerja yang asli,0.0
gagal bayar aja di apk pinjam yuk,0.0
kalau cara pinjaman kredivo gmna abang soal ny saya kena tipu dengan hapus data agar tidak sebar data dan tidak datang kerumah krna jjur saya tidak megang uang ny dan menikmati ny niat tidak bayarin tolong dong bang,0.0
mardigu mardigu i know who you are bacot anda bisa berenti jika anda yang jadi wapres cot cot,0.0
yang bnr aja bg sampai g bayar berbulan bulan aman sja,0.0
bang di akun gogle ku ko tidak muncul ya aplikasi pinjaman online nya,0.0
data yang sudah dibagikan todak bisa dihapus kecuali lewat aplikasi dan jika masih ada pinjaman maka pengajuan penghapusan data tidak akan diaetujui,0.0
sehat selalu seluruh tmn kerabat dan saudaraku yang yang dalam kesusahan dan himpitan hutang pinjaman online tetap bangkit dan selalu dalam lindungan allah subhanahu watta ala amin terimakasih bang tuturialnya semoga manfaat dan selalu dalam rahmatnya tuhan,1.0
kalau kontak darurat bagaimana sama no tlp tempat kerja,0.0
bagaimana kalau di yahoo,0.0
trmksh bang,0.0
akun google saya ke hack tidak bisa dibuka bagaimana,0.0
juta gagal bayar ada debt collector kasih uang rokok sudah pulang malah ini mau nambah lagi yang ilegal,0.0
saya udh ikutin caranya tapi masih keluar kondar tapi belum dicoba kalau reset hp sama ganti nomor saya gagal bayar di kredione,0.0
bang kalau aplikasi nya udh di uninstal bagaimana bang kita download lagi buat liat atau bagaimana,0.0
bang saya pernah mengisi data diri di pinjaman online tapi tidak pernah saya pakai saya takut isi data ku di salah gunakan,0.0
mantap bang terimakasih atas inpormasi dan solusinya mudah mudahan bermanfaat,1.0
pantes aja kok bisaa dia wa kirim foto lamaku yang ada di akun email ternyata untung lgsg tahu cara ini emg benar apk nya nyantol di email,1.0
bang suarmu cen nyeni empuk penak dirungoke kesini gara hari ini digedor debt collector bodo amat tidak tak buka hari ini juga digedor lg cuy cape gali lobang tutup lobang bayar pinjaman online,0.0
kang takon,0.0
kontennya bermanfaat ini nyata sih saya pernah gagal bayar di salah satu pinjaman online dengan nominal juta lebih dan emang ini cara yang saya gunakan waktu itu alhamdulillah sudah berjalan sekitar tahun ke sekarang gaada debt collector neror di hp atau kerumah semua sosmed aman sentosa kehidupan juga terasa lebih baik dan damai gada lagi yang namanya terbebani dan ngerasa hidup sudah di ujung tanduk ter untuk teman teman yang baru mau mulai gagal bayar jangan ragu kalau dirasa sudah tidak sanggup bayar jangan di paksakan tarik napas dalam dalam kuatin mental jangan ragu kuatin diri kalian buat yakin bakal bisa ngelewatin masa terpuruk dan kalian juga harus berfikir realistis yang gagal bayar bukan diri kita sendiri contohnya saya dan teman teman lain yang ada di kolom komentar ini rata rata bernasib sama kurang lebih jadi perbaiki dan mulai lah kehidupan yang lebih baik lagi,1.0
maksih banyak bg saya awal nya takut mau gagal bayar dan skrng saya yakinin mau gagal bayar di adakami pusing,0.0
lebih bahaya gagal bayar yang legal atau ilegal bang,0.0
sayangnya mereka kirim google foto dan smua telihat foto dan video sudah ranah bahaya itu,0.0
saya kunci aplikasi saya kok tidak bisa y,0.0
bang bahas allobank dong,0.0
di email saya yang aplikasi layanan pihak ketiga tidak ada akun pinjolnya ya tapi saya dapat email daribaok pinjaman online tsb bagaimana cara putus koneksinya ya,0.0
assalamu alaikum wr wbr terina kasih informasinya in syaa allah raja gagal bayar sehat wal afiat sekeluarga serta teman teman gagal bayar sehat wall afiat sekeluarga dan rezekinya lancar dan berberkah aamiiin wassalam,1.0
kalau cuma ngong mah mudah semua orng bisa coba bukti nya cuma konten menyesat kan lama sebel juga dger suara orng ini,0.0
bang ini saya beli hp second ternyata beberapa hr terkunci sendiri eh tidak taunya suruh pembayaran kredivo bagaimana bang,0.0
bang apakah mereka bisa mengakses facebook yang sudah lama tidak saya buka sedangkan saya sendiri tidak bisa masuk karena no hpnya sudah hilang mohon bang jawab,0.0
tjanx bnget bang untuk tutornya yang bermanfaat bnget kalau untuk tiktok bagaimana bg mhn untuk tutornya,1.0
tetep aja datanya masih ada di mereka mau di hapus juga di hp kita kayak bagaimana,0.0
kalau yang pernah di download tapi di google nya tidak ada aplikasi nya lagi gmna bang,0.0
sudah kulaksanakan semua tutor nya emang benar ketika menganti no hp otomatis terputus koneksi no lama karena di ganti yang baru,0.0
ci checking nya aman tidak ka,0.0
bpkb dipinjem sodara digadaikan ke bpr juta malah digalbay awal didatengi tapi sampai sekarang sudah kagak alhamdulillah bi checking aman kagak ada tuh bpr nya,0.0
masih juga kok sebar data saya sudah lakuin sarannya,0.0
ini fastee pinjaman online ilegal parah belum jatuh tempo sudah sebar data dan mempermalukan nasabah mending gagal bayar sekalian aja ya sudah dipermalukan soalnya,0.0
bang q skrg lg bingung krna q g bsa login k apk kredi pdhal msih ad sisa angsrn nya ini kn limitnya kecil kra abangnya tahu g cranya biar bsa login k apk kredi soalnya dkrenkn nomer simcard nya itu hilang ini akun msih pngn drwat bang soalnya kta kilat easycash ada modal udh gagal bayar dari blan puasa mhon bntuannya donk bang,0.0
akun nya berarti tidak bisa dipake lagi ya bang buat wa dll,0.0
saya punya apk pinjaman online kok privasi saya ngga ada apk pinjolnya,0.0
selamat siang saya dengan ibu lisna bersama ini saya ajukan pelaporan pengaduan pinjaman online di aplikasi mekar dan aplikasi uang bee saya meminjam di kedua aplikasi ini dan pendapatkan teror dan pencemaran nama baik jika saya hitung sudah lunas dari jumlah restrukturisasi yang setiap hari sekali saya bayarkan di aplikasi tersebut dan jumlah retrukturisasinya setiap hari itu sampai rb dan setiap per aplikasinya dan sudah x saya lakukan tital pinjamn saya hanya sebesar juta setiap aplikasi tersebut dan saya hanya terima awal di rp aplikasi tersebut terimakasih,0.0
yang sudah nonton jangan lupa like komen subscriber nya biar bang raja gagal bayar semangat konten nya untuk kita semua,1.0
kalau langsing hapus email gmana,0.0
makasih informasi nya boss,1.0
terimakasih bang saya agak tenang tapi mudah mudahan aman ini karena saya tertipu sama orang bang suruh daftar pinjaman online,0.0
kok di hp saya tidak keluar aplikasinya yaa pdhl masih saya install,0.0
mantap bosque,1.0
si oren tetep hubungi keluar kondar bang pdahal sudah ikuti tutorial untuk menghapus data biar tidak kluar kondar ya tahu aja si oren,0.0
bagaimana kalau pinjaman online sudah diwnload data kita sebelum kita hps bang,0.0
pihak ke tiga hanya juli yang nongol padahal ada pinjaman online saya bagaimana bang cara nongolkan yang blainya,0.0
intinya kalau kalian tidak mau di sebar data jangan pernah blokir nomor debt collector pinjaman online,0.0
saya gagal bayar k di pinjamin aduh kata nya kasar banget tolong,0.0
biar pinjaman online tidak akses ke kontak kita bagaimana ya,0.0
facebook saya tidak bisa login bang mana pakai nama lengkap cuma terakhir sudah hapus info nya sama no hp nya tinggal no hp yang sudah hangus emailnya apa juga tidak inget krna facebook dari jaman baheula aman tidak ya kira,0.0
saya aman aman aja tapi saya kecolongan no ortu saya di spaylater,0.0
